seller_id,avg_delay,total_orders,avg_price,total_revenue,anomaly,anomaly_label
02c988090b766852e088c69d7fb3b551,-10.277777777777779,12,91.10833333333333,2142.7400000000002,1,Normal
02d35243ea2e497335cd0f076b45675d,-6.25,14,362.125,8408.63,1,Normal
02dcd3e8e25bee036e32512bcf175493,-5.933333333333334,13,89.46000000000001,2027.55,1,Normal
02ecc2a19303f05e59ce133fd923fff7,-14.68,21,220.1236,7844.22,1,Normal
02f5837340d7eb4f653d676c7256523a,-17.333333333333332,30,129.435,4463.88,1,Normal
02f623a8eb246f3c5f7c2f96462654e6,-10.666666666666666,44,144.84444444444443,7207.63,1,Normal
0307f7565ff85b299b6e5ef162b1b1a9,-20.0,6,593.2125,4968.889999999999,1,Normal
0336182e1b3e92f029d5354832045fdf,-42.0,1,14.9,324.78,1,Normal
034b9387752bfa309f350a70cd45ffa3,-15.88888888888889,8,12.0,240.26,1,Normal
038b75b729c8a9a04b0d07cba7eabe86,-1.5,2,233.5,557.8499999999999,1,Normal
039b29ff3b3473435d0cd59040575de9,-10.777777777777779,9,12.766666666666667,215.55,1,Normal
039e6ad9dae79614493083e241147386,-12.2,5,2585.0,13273.42,-1,Anomaly
03a2a6dcbe45d639c4dc2a0d24769c40,-12.555555555555555,9,119.82333333333334,1250.66,1,Normal
03bd479e1d9484cdb14104d3023f7321,-5.666666666666667,3,119.90000000000002,596.41,1,Normal
0417b067eeab773d2f7061a726dc477f,-4.357142857142857,13,138.48357142857142,2501.75,1,Normal
042573af89b6d931f672efaf789d8358,-5.75,3,117.995,478.57,1,Normal
04308b1ee57b6625f47df1d56f00eedf,-11.576086956521738,92,641.2152173913043,61940.62,-1,Anomaly
0432ead42b6c8a0bdf68154add917fdf,-13.33695652173913,82,85.5858695652174,10210.48,1,Normal
044668ccd5316b12a7cf0d54a156e3e9,-26.8,3,34.626,275.28999999999996,1,Normal
04843805947f0fc584fc1969b6e50fe7,0.0,1,700.0,2949.52,1,Normal
048c2757535328e0d7dac690ad3c0aae,-10.096153846153847,50,179.26307692307694,10312.41,1,Normal
04aa0a1c5ce6b222003403a3e11c3cc0,-16.529411764705884,11,324.5882352941176,14477.19,1,Normal
04aba03279157f6d4e0fe8ccaf21963c,-13.933333333333334,15,161.06666666666666,2735.23,1,Normal
04e38a233f726ef161074ab1c9b0399a,-5.88,19,43.54,2004.73,1,Normal
04ee0ec01589969663ba5967c0e0bdc0,-13.0,1,289.49,314.32,1,Normal
04fdea0c111866e6cf812f1570d6b5bd,-10.25,8,108.125,1038.35,1,Normal
0509040ea3fe50071181bbc359eb7738,-10.59,87,38.0255,6030.21,1,Normal
052577151711aec5c744fe12e66db3e1,-12.0,1,687.0,729.65,1,Normal
054694fa03fe82cec4b7551487331d74,-1.9523809523809523,20,394.5761904761905,9830.95,1,Normal
056b4ada5bbc2c50cc7842547dda6b51,-12.461538461538462,64,187.7446153846154,13834.89,1,Normal
0570350b23eda5444f8d1d9544932058,-13.090909090909092,6,56.99090909090909,2169.96,1,Normal
05730013efda596306417c3b09302475,-11.5,4,238.0,1168.67,1,Normal
058cb5aeb36d7c0fcae20fc85d5e0a59,-11.583333333333334,11,103.0,2102.4,1,Normal
058fd0aa2bfdb2274e05e1ae971dabb6,-12.0625,60,120.1546875,9239.01,1,Normal
05a48cc8859962767935ab9087417fbb,-18.0,1,42.9,59.39,1,Normal
05a940b4ecae36cadfd8e93bd9c43257,-14.88888888888889,9,77.23333333333333,864.1,1,Normal
05aebce0b5c8f0d41b29b686f2d05fd3,-2.5,2,37.495000000000005,120.88,1,Normal
05ca864204d09595ae591b93ea9cf93d,0.0,1,179.9,188.42,1,Normal
05d2173d43ea568aa0540eba70d2ca76,-11.611940298507463,62,86.16014925373133,8262.74,1,Normal
05e107217c7266362fd44b75b2cd4cc4,-4.75,5,24.172500000000003,405.31,1,Normal
05f51e13da97139648b8125c31e5f51b,-9.95,57,218.33849999999998,17169.98,1,Normal
05feb94f19d094d4b0f9281f0b1d4c99,-12.285714285714286,6,1573.7142857142858,10050.04,-1,Anomaly
05ff92fedb5be47920fea08e501238b9,-17.548387096774192,57,354.73516129032254,25372.329999999998,1,Normal
062c325cd6a2b87845fab56b4ec2eeae,-9.5,2,66.61,157.07999999999998,1,Normal
062ce95fa2ad4dfaedfc79260130565f,-13.426229508196721,54,123.98196721311474,10672.15,1,Normal
06532f10282704ef4c69168b914b77be,-12.875,7,1228.49375,11176.65,1,Normal
06579cb253ecd5a3a12a9e6eb6bf8f47,-9.070422535211268,61,65.59577464788732,8295.63,1,Normal
066a6914e1ebf3ea95a216c73a986b91,-16.91891891891892,66,122.19405405405406,11858.03,1,Normal
0691148aee60ca47977c187804f935ae,-13.052631578947368,47,109.68614035087718,11084.460000000001,1,Normal
0692610d8abe24f287e9fae90ea0bbee,-6.25,4,43.4975,205.72,1,Normal
06a2c3af7b3aee5d69171b0e14f0ee87,-11.187192118226601,389,89.53926108374382,51602.28,-1,Anomaly
06bb3a2fe5e7b7a845b13e8fb91bd944,-13.789473684210526,17,85.16789473684211,2028.66,1,Normal
06df0c10d34e459d9672bc77388742eb,-14.666666666666666,26,302.3333333333333,12122.79,1,Normal
06e5eefc71ec47ae763c5c6f8db7064f,-17.195876288659793,90,232.80298969072163,25302.76,1,Normal
07017df32dc5f2f1d2801e579548d620,-25.333333333333332,8,105.16555555555556,1313.98,1,Normal
070d165398b553f3b4b851c216b8a358,-10.355555555555556,31,107.968,6564.1900000000005,1,Normal
0725b8c0f3f906e58f70cbe76b7c748c,-15.054054054054054,16,59.013783783783786,8995.27,1,Normal
0743a0239d764b9a0f959a57d07e36ab,-6.6,4,77.19,403.22,1,Normal
0747d5bb69f0586cc869d8af4c50f93e,-16.307692307692307,12,24.83076923076923,582.08,1,Normal
0761743cbffb25d7148189e9f1a5f03a,-8.142857142857142,3,34.457142857142856,1267.6000000000001,1,Normal
077c5fae4bea9500e3737b16f71b9d3a,-9.833333333333334,4,17.8,421.62,1,Normal
0791d9fc1e30678ecf03d3e55fa108d3,-18.272727272727273,5,76.54545454545455,3943.31,1,Normal
079d295dcbf06ee8bb1b65ba964eb2b6,-10.6,5,34.93,2142.99,1,Normal
07a9bc7f61396b658ddf3ac534efe44c,-5.0,1,119.9,135.49,1,Normal
07bf9669d84d1f11be443a9dd938f698,-19.125,18,74.0,3807.7599999999998,1,Normal
07d75e33f2750d97d467fb57e4dfdd8a,-11.5,2,361.2,759.59,1,Normal
07de60b03d150fb3ea09eab5da5e4c8b,-14.181818181818182,9,78.44545454545455,937.75,1,Normal
07e8e8fc5222bb358e6f259da3197074,-6.5,2,25.9,74.86,1,Normal
080102cd0a76b09e0dcf55fcacc60e05,-11.976923076923077,122,43.72638461538462,8368.74,1,Normal
080199a181c46c657dc5aa235411be3b,-9.630952380952381,79,174.80583333333334,17035.9,1,Normal
08061dc0fc165ed41288cc7acde738ee,-2.2,4,30.560000000000002,182.22,1,Normal
08084d990eb3f53af056ccbc1730c8a7,-15.75,12,31.041666666666668,795.98,1,Normal
081acf3de680d554796c9cf041be7bc2,-18.0,4,199.6625,3075.25,1,Normal
082e0bf4cb865a6533b1e8e498cc0255,-17.782608695652176,11,90.14347826086957,9205.03,1,Normal
085f6f7e049c996695fb2074fe38d45e,-14.444444444444445,6,36.022222222222226,549.62,1,Normal
08633c14ef2db992c11f840f04fad4cd,-11.845360824742269,74,78.80721649484536,15190.23,1,Normal
0873d9f8f36123f8d910f4760e788cfb,-7.833333333333333,6,1210.9316666666666,7564.81,1,Normal
0885aaf116795758dfeb5f1032487bcd,-11.6,27,91.76666666666667,4154.57,1,Normal
0887a9f087bcd5d9f6642b52f897fc6c,-12.416666666666666,12,136.83333333333334,1862.35,1,Normal
08ad4ac1388e4420ca531c3edfc46198,-12.142857142857142,6,31.66,436.46000000000004,1,Normal
08cdbae123ff67ca4e36d9d641ce0119,4.166666666666667,4,516.4983333333333,8378.119999999999,1,Normal
08d0949a9a17c027262db1f3c450c26c,-11.75,12,27.066666666666666,699.54,1,Normal
08d1c9478fb0d7d7fcac9c0da4e82fc7,-13.0,1,538.0,605.57,1,Normal
08d2d642cf72b622b14dde1d2f5eb2f5,-11.4,16,45.45,1538.86,1,Normal
08f5819815f3d06545011850bd70f0a8,-15.333333333333334,3,150.66666666666666,522.83,1,Normal
091065b789659bc3cd9af9cb3a6253ff,-11.0,2,679.5,1444.37,1,Normal
0936e1837d0c79253456bbb2ffaaef10,-12.0,1,19.45,140.04,1,Normal
093805f8f2aeb63881444571e1f48f30,-10.777777777777779,22,45.029259259259256,2523.7200000000003,1,Normal
094ced053e257ae8cae57205592d6712,-15.9,19,76.905,2122.26,1,Normal
0951a6e282947e09cd47969f4ed0b47f,-7.571428571428571,7,70.32857142857144,580.3199999999999,1,Normal
09883d9ab71c8fe8a9bfc7fc3075b07e,-5.25,4,67.4,330.09,1,Normal
099095b050cfe8eb1ddff5317587e96e,-11.31578947368421,16,263.36,6323.81,1,Normal
09bad886111255c5b5030314fc7f1a4a,-4.4,5,97.5,560.36,1,Normal
09f952a5f58d2285b0372551ae8f9b01,-12.681818181818182,50,223.74878787878788,16628.41,1,Normal
0a198e95d32b1be2da9424c962a6ebfa,-4.0,1,69.99,86.67,1,Normal
0a82f5fb06a4fe4ac2cf7cb412ec71b8,-10.0,2,231.0,484.8,1,Normal
0a85ebe4e328db81ac9109781205e2f7,-8.416666666666666,12,55.65833333333333,926.42,1,Normal
0aa2205ca24f113f4658a5c536667426,-14.090909090909092,4,74.14727272727272,2892.9,1,Normal
0ac4201fda2c68ebc0e47cb9423cf3c9,-12.357142857142858,13,119.77714285714286,2021.3100000000002,1,Normal
0ad80de75c811326389cfb1daba7d45e,-12.5,6,241.5666666666667,1564.72,1,Normal
0adac9fbd9a2b63cccaac4f8756c1ca8,-11.35,106,112.45714285714286,31091.92,1,Normal
0ade5cc4a305ed7093a23f68ca47519c,-21.0,2,79.44,201.27,1,Normal
0aea4c6ae1505b3228ddf3dd7822ee5b,-7.8,8,198.58700000000002,1579.66,1,Normal
0af2ab31141893d26aca5a404a537dab,-6.0,1,59.0,74.51,1,Normal
0af977692321d895349eded183341d28,-8.5,2,128.875,277.22,1,Normal
0afccdb8a34ee5c79f7c06faf2b4d56e,-10.375,24,49.4,1557.09,1,Normal
0b09101900100c0e9d312861fad5a1b9,-61.0,1,153.75,206.65,1,Normal
0b0ddbc7b9d9584f442c7ac92b0ff6c9,-18.0,3,472.25333333333333,1550.6399999999999,1,Normal
0b18d63d0cd1d723567903fd34a07df2,-15.714285714285714,9,119.86714285714285,2815.87,1,Normal
0b1ca3ef18a63d7eb0c8897fa0849c08,-6.0,1,55.0,62.87,1,Normal
0b35c634521043bf4b47e21547b99ab5,-14.924050632911392,50,170.32215189873418,33653.27,1,Normal
0b36063d5818f81ccb94b54adfaebbf5,-21.0,1,51.0,11745.0,1,Normal
0b3f27369a4d8df98f7eb91077e438ac,-10.0,2,73.255,171.39,1,Normal
0b46f784306be7200ca1700aa55d819f,-15.0,1,19.9,30.86,1,Normal
0b64bcdb0784abc139af04077d49a20e,-18.0,4,34.4,205.81,1,Normal
0b90b6df587eb83608a64ea8b390cf07,-18.323809523809523,163,136.15390476190476,51350.29,-1,Anomaly
0bae85eb84b9fb3bd773911e89288d54,-15.235294117647058,136,50.35849673202614,12263.76,1,Normal
0bb27263628258b8111a0262769fa9db,-17.0,1,22.2,33.16,1,Normal
0bb738e4d789e63e2267697c42d35a2d,-14.10344827586207,29,76.94666666666667,2986.26,1,Normal
0be8ff43f22e456b4e0371b2245e4d01,-11.724719101123595,156,64.63876404494383,16874.91,1,Normal
0bebbb2cea103a4a020c95d43fd7d754,-10.444444444444445,9,151.91111111111113,1514.34,1,Normal
0bf0150d5b9d60d9cd2906003332f085,-7.5625,39,91.86562500000001,14181.92,1,Normal
0bfd0b434243adc5c2e1aa6baf19c6aa,-20.5,6,61.86666666666667,497.14,1,Normal
0c7533c71df861ec58ad7ff999ed0e8d,-9.697368421052632,61,41.06184210526315,5958.03,1,Normal
0c7f30ae9b147eca07affbef92832a6a,-16.8,5,95.9,567.11,1,Normal
0c8380b62e38e8a1e6adbeba7eb9688c,-12.457264957264957,180,78.27175213675214,31518.97,1,Normal
0cab2da43793a6f3c5ed8514c5f54627,-21.333333333333332,3,103.23333333333335,366.9,1,Normal
0cbcee27c791afa0cdcb08587a2013a8,-15.195121951219512,37,129.85731707317072,6410.5599999999995,1,Normal
0d33a55da925bbf1ff02af5f6059fc7f,-12.5,22,22.804166666666664,1201.63,1,Normal
0d4c8269e7f0401201794deef160edd6,-6.25,3,198.16,1343.78,1,Normal
0d83f8e03188682112cc0d93523705cc,-0.5,4,87.0325,2288.81,1,Normal
0d85bbda9889ce1f7e63778d24f346eb,-10.033333333333333,51,82.75,11373.58,1,Normal
0daf5180aa44356f60f8effa533b55a2,-5.0,2,72.4,183.63,1,Normal
0db783cfcd3b73998abc6e10e59a102f,-13.295774647887324,132,66.60845070422535,12427.96,1,Normal
0dd184061fb0eaa7ca37932c68ab91c5,-11.071428571428571,161,96.08632653061224,35563.15,1,Normal
0ddefe3c7a032b91f4e25b9c3a08fca1,-8.8,9,40.29,630.56,1,Normal
0df3984f9dfb3d49ac6366acbd3bbb85,-15.301075268817204,86,119.2579569892473,12056.66,1,Normal
0dfbed20065e425d2eaefb101f9816c0,-2.0,3,28.116666666666664,133.6,1,Normal
0e44d110fa6a54e121cb2c095a77762f,-5.428571428571429,6,32.502857142857145,293.38,1,Normal
0e72c1a751b496722a6cb1f10653b62a,-12.333333333333334,3,46.93333333333334,192.1,1,Normal
0e982cff76cc0579f632cea8a0e38c9d,-12.285714285714286,6,138.84285714285713,1399.96,1,Normal
0ea22c1cfbdc755f86b9b54b39c16043,-16.894160583941606,234,40.09562043795621,20382.06,-1,Anomaly
0eaa7e33d73809f1f925f7d07c506cbd,-14.8,15,103.46666666666667,1746.9,1,Normal
0ebd97a106433a45a4aebe57c1799778,-17.03030303030303,31,96.26363636363637,4037.93,1,Normal
0ec28cec4046a4a199b6de9b4c891d97,-6.5,3,74.15,469.72,1,Normal
0ed6ce5d87fd9c69eaacaeb778d67235,-12.785714285714286,42,48.25047619047619,2697.3,1,Normal
0ee4fb99ac55ffbbc98795aa01b7f8fa,-15.0,1,59.9,70.93,1,Normal
0ef83d7d83ed97cd2a0049ac8be5f88a,-13.910714285714286,48,79.96249999999999,7168.87,1,Normal
0f0c984a4a955310903b6b6008660bad,-10.0,4,92.4525,481.38,1,Normal
0f519b0d2e5eb2227c93dd25038bfc01,-40.0,1,79.9,102.9,1,Normal
0f7eea709efdf942b5f95c7516dbacd7,-20.0,3,65.24666666666667,240.06,1,Normal
0f80a40c312b2472dca482cf50f5186f,-17.0,1,129.9,150.0,1,Normal
0f94588695d71662beec8d883ffacf09,-12.0,1,9.0,27.59,1,Normal
0fe2d9733ed841eb064503920015a8c0,-13.333333333333334,3,129.88,498.35,1,Normal
0ff83046c3fa22efee8ecf291888b191,-16.5,10,69.9,1190.2,1,Normal
0ffa40d54288e4f3499b8780dd0f144f,-12.2,33,61.79428571428572,3054.06,1,Normal
10076e5788b8ee532724bcd460baf762,-11.962962962962964,23,32.276296296296294,1576.94,1,Normal
10089e9f2fd0c668a8fd4e52e1698888,-16.75,3,372.475,1199.31,1,Normal
101a3a003516bc11253298b2fad3cb65,-7.833333333333333,5,75.0,621.5799999999999,1,Normal
1025f0e2d44d7041d6cf58b6550e0bfa,-11.10041265474553,910,97.22898899587346,306000.35,-1,Anomaly
10264f60a8f0a4d2f30810f5c661c673,-8.75,4,71.15,326.46000000000004,1,Normal
1099a00e0ee3a50935e6c2447ca090c5,-9.666666666666666,3,283.2333333333333,910.8299999999999,1,Normal
10cdd491d1dbea8fb4ead97b19c334ce,-18.0,3,69.63333333333334,287.76,1,Normal
10ff823eda2b032e2c93d17a7d294736,-14.125,8,143.1225,1292.86,1,Normal
112453736dbe3889cfb74e1aaa0ba0c1,-8.142857142857142,7,135.0,4941.45,1,Normal
1127b7f2594683f2510f1c2c834a486b,-10.694029850746269,110,51.87977611940299,13839.25,1,Normal
11305281b50fff20ae8bb473f8e11876,-12.675,35,163.21750000000003,10330.19,1,Normal
113e3a788b935f48aad63e1c41dac1bd,-15.48,39,17.4674,2273.61,1,Normal
116ccb1a1604bc88e4d234a8c23f33de,-10.808219178082192,61,27.464246575342468,3812.41,1,Normal
11742f81550ac064cc9a40f67151d9ad,-5.0,2,390.95,831.01,1,Normal
117cfc326c6d50da67ca858ff5c0c852,-5.6,5,82.96000000000001,536.08,1,Normal
11938fcc75f6902fea1d0a6f72b54a57,-21.0,2,297.49,737.1400000000001,1,Normal
119c7f1a00ef43fad0e57604e76a747c,-6.5,2,94.9,206.82,1,Normal
119d1aef1b4144adba89163f6cd9f5d4,-12.0,4,273.5,1298.24,1,Normal
11bfa66332777660bd0640ee84d47006,-8.74757281553398,76,41.183106796116505,9604.56,1,Normal
11d4c477d09821164bca4f70a2eae031,-12.5,3,20.76,182.2,1,Normal
11eac105f3f90a9b87b19c89d91e24f3,-13.8,5,160.578,927.83,1,Normal
11fb6f6d341adbe19e81733701704635,-7.333333333333333,3,399.0,1596.6599999999999,1,Normal
120476eb7a04c149d14772edaf5d9bf2,-13.5,4,394.8,4374.89,1,Normal
1284de4ae8aa26997e748c851557cf0e,-9.0,3,486.6566666666667,1546.84,1,Normal
128639473a139ac0f3e5f5ade55873a5,-12.419014084507042,527,21.700792253521126,24235.79,-1,Anomaly
128f9bfbe4c7d5185033914b1de3d39a,-13.588235294117647,13,80.89294117647059,1719.6399999999999,1,Normal
12a8eb0f8d1cd3270695bf2a99f55966,-10.0,2,198.5,436.66999999999996,1,Normal
12b9676b00f60f3b700e83af21824c0e,-21.702898550724637,133,199.18840579710144,29927.64,-1,Anomaly
12c2ed9cded6138cf0c75f525f565fc7,-4.25,4,78.74,459.20000000000005,1,Normal
13074f016982ff2bd6c58ced8682f000,-8.3125,13,137.1875,3009.9,1,Normal
131fcb0a0c9a47bba4474aacff0f14b7,-8.0,4,92.45,406.40999999999997,1,Normal
1336efc61c316ddf92c899eb817f7cae,-11.13953488372093,74,56.38720930232558,8538.55,1,Normal
134285d1f41da5c13a756ee8142c8a4e,-11.666666666666666,3,428.4166666666667,2694.27,1,Normal
134a288e7de827ec5ec62e3ec9c3a295,-10.88888888888889,9,97.49444444444445,1004.0,1,Normal
134b867a0f7f8bbe6abf10f91874891e,-19.0,1,789.89,922.84,1,Normal
13511db12ac61e2f89c53b72a944a60b,-12.833333333333334,6,133.0,1063.97,1,Normal
1352e06ae67b410cdae0b2a22361167b,2.5,2,89.0,214.1,1,Normal
1354d51653f645349064725ed204e85e,-18.8,18,120.5,3283.54,1,Normal
138dbe45fc62f1e244378131a6801526,-10.0,49,19.406206896551723,2804.17,1,Normal
139157dd4daa45c25b0807ffff348363,-13.0,1,29.9,37.68,1,Normal
13c2ed7698b3ca92dad49e849219da59,-9.88888888888889,8,55.40111111111111,766.85,1,Normal
13d058e4eeac2ce8217660b2f8a05812,-10.272727272727273,22,169.99,4647.37,1,Normal
13d95f0f6f73943d4ceffad0fc2cd32c,2.0,1,249.99,309.32,1,Normal
13dd308f81fea30cc670c656b2b46cc3,-6.333333333333333,3,39.23333333333333,151.14,1,Normal
13e85aac53340018b40c2af68001b7e0,-35.0,1,17.8,31.92,1,Normal
13f57c12a00ed4610db646b913a7f5c6,-7.75,7,48.29375,1758.95,1,Normal
13fa2a6c6b9d0f43cb588d7c82117a12,-5.4,9,452.8,5666.28,1,Normal
141440cad9341e553f8401c574a2aa38,-21.166666666666668,11,107.35000000000001,1903.2,1,Normal
1430239a858e7682bbc43b20758af153,-10.818181818181818,17,28.81772727272727,1405.72,1,Normal
1444c08e64d55fb3c25f0f09c07ffcf2,-22.0,1,2749.0,2818.74,-1,Anomaly
1464afc72f696af775557a821c2e253f,-12.612903225806452,29,34.81483870967742,1578.46,1,Normal
14a08204d03bb6b6bde8029f801ae0eb,-15.789473684210526,28,57.51052631578948,5437.54,1,Normal
14d7985702e72162bbf13b6beb74ab2b,-8.736842105263158,37,102.28947368421052,4698.34,1,Normal
14ee35374a7876217954b5fa08e50463,-7.833333333333333,6,134.83333333333334,953.78,1,Normal
14f2b3587172b9db894c9bad8dab520b,-12.5,2,122.0,330.06,1,Normal
152ee17e4c8aaf53dac99f3462e4999b,-14.333333333333334,6,51.49333333333334,404.93,1,Normal
154bdf805377afea75a3bd158e9eab10,2.0,1,89.9,109.72,1,Normal
1554a68530182680ad5c8b042c3ab563,-13.513245033112582,246,107.12092715231788,39313.95,-1,Anomaly
157c3e4b42f81ac4a44e8b1ca2fe9876,-13.303030303030303,23,77.62121212121212,5910.02,1,Normal
1588ac4010787100dddef64568f0ae35,-9.0,3,199.99,645.97,1,Normal
15aac934c58d886785ac1b17953ea898,-7.615384615384615,25,167.4576923076923,6662.139999999999,1,Normal
15b3b1b81484422eb41df68ac87f1f50,-5.0,1,43.35,56.04,1,Normal
15cd6eefe58588619aaed41dfa6621b1,-11.052631578947368,16,87.29684210526317,2655.67,1,Normal
15ead3a5037a918ddb520dfe39a3d2b9,-7.888888888888889,6,34.72222222222222,478.26,1,Normal
15fa791d5e017f66402dc28c44480657,-9.555555555555555,8,208.0,1983.29,1,Normal
160851d3ece7aa1a510f8d1a4bb8a8af,-13.0,2,51.025,141.15,1,Normal
16090f2ca825584b5a147ab24aa30c86,-9.709756097560975,398,62.822073170731706,31826.64,-1,Anomaly
160e4f13fd3a64b1b86807be88b5ffb0,-15.0,4,221.5,980.45,1,Normal
164a5a8794e6d42e14f55e447b12a3bc,-19.0,1,73.99,136.76,1,Normal
165b1235e9e9942cb5fae67103576fb0,-8.3125,11,130.321875,5706.9800000000005,1,Normal
165fc07beebdcb6190fba8a06db2a449,-11.09375,50,273.146875,31264.99,1,Normal
1660ad786c27fd935378b6192a90b417,-10.928571428571429,12,121.42857142857143,2246.58,1,Normal
166e8f1381e09651983c38b1f6f91c11,-8.5,2,39.4,109.0,1,Normal
167fd940acebc789debd6eb418c46e38,-8.8,5,215.516,1178.48,1,Normal
1690cada046eb7e92c12f98b1f8a8167,-14.2,10,176.0,1992.91,1,Normal
16bdc8cefd0e32a6f0824d296c5ad14a,-12.0,1,41.76,61.08,1,Normal
1703bc09972dab9782e7a9194943b69f,-18.0,1,249.9,356.11,1,Normal
1710c3aaa9c6b44ec3883ee0fe300e21,-9.0,2,594.45,1226.55,1,Normal
17306570e772e7718c92a562d33f5f1d,-10.193548387096774,27,285.8032258064516,11627.01,1,Normal
173d56ffbd4c56cb80fc3615487d712b,-17.0,2,179.0,397.61,1,Normal
1746c1ae87ac63d530c7c943d0ac42e2,-4.0,1,229.9,252.35,1,Normal
1771297ac436903d1dd6b0e9279aa505,-16.02777777777778,28,80.03527777777778,4554.110000000001,1,Normal
1782ce2db72c3dda627d5e7c898104e1,-2.909090909090909,9,204.25454545454548,2427.57,1,Normal
17908cf9b444ee34047cadd5c0f4a516,-11.818181818181818,11,181.2718181818182,2495.41,1,Normal
17998cf586426bf0f2c3726cb0a4b211,-22.5,2,34.9,179.2,1,Normal
179d859f51292aac5c10806a356f7af9,-9.842105263157896,18,21.287894736842105,918.39,1,Normal
17a053fcb14bd219540cbde0df490be0,-10.19205298013245,124,271.74185430463575,70575.45,-1,Anomaly
17ca9b9e9b9ef8fdb529001b49ebb50f,-14.37593984962406,115,74.58428571428571,14895.91,1,Normal
17e34d8224d27a541263c4c64b11a56b,-10.783582089552239,247,208.88029850746267,64125.340000000004,-1,Anomaly
17eea220a40cc0d2c0c5346379682398,-0.6666666666666666,3,291.99333333333334,951.98,1,Normal
17f51e7198701186712e53a39c564617,-12.53968253968254,56,790.936507936508,67584.27,-1,Anomaly
180c3376aff0e43dd5788709df48a843,-6.4,5,451.3,6398.47,1,Normal
1835b56ce799e6a4dc4eddc053f04066,-10.871024734982333,417,59.767190812720855,74680.37,-1,Anomaly
1838dd9b8977065acf51d95e0053ea7a,-11.092307692307692,62,42.315384615384616,4462.69,1,Normal
184725737946a1a938bbbd1a9e978103,-2.6666666666666665,3,119.90000000000002,403.57000000000005,1,Normal
184a67a8f9f63234d3a92340bbdb727f,-21.9,7,24.628999999999998,896.8299999999999,1,Normal
186cdd1b2df32caa72cfb410bba768d3,-28.166666666666668,6,223.57499999999996,1609.73,1,Normal
189ca3538ce9f920cacf0f982cbe223b,-9.8,4,83.8,650.73,1,Normal
18a349e75d307f4b4cc646a691ed4216,-14.938931297709924,109,58.78015267175572,14686.24,1,Normal
18e694e0e48ed6f7aa3f24aade5fd697,-13.45945945945946,31,20.58135135135135,1494.25,1,Normal
1900267e848ceeba8fa32d80c1a5f5a8,-10.302447552447552,406,47.20304195804196,58663.44,-1,Anomaly
191d55f7edb8524d525ed01b20fe32e8,-4.75,3,249.0,812.8,1,Normal
